age,age_squared,age_x_education,bag_age_mean,bag_age_range,bag_capital_activity_ratio,bag_capital_gain_max,bag_capital_gain_mean,bag_capital_gain_std,bag_capital_loss_max,bag_capital_loss_mean,bag_capital_loss_std,bag_duration_mean,bag_education_mean,bag_education_range,bag_education_std,bag_full_time_ratio,bag_has_capital_activity,bag_high_ed_ratio,bag_hours_mean,bag_hours_range,bag_hours_std,bag_low_ed_ratio,bag_member_count,bag_net_capital_max,bag_net_capital_mean,bag_senior_ratio,bag_size,bag_size_bag,bag_unemployed_ratio,bag_unique_occupations,bag_unique_relationships,bag_unique_workclass,bag_young_ratio,capital_activity_flag,capital_both,capital_cv,capital_dominance,capital_gain,capital_loss,capital_per_capita,capital_per_hour,capital_ratio,capital_vs_bag,dependency_ratio,education_num,education_target_enc,education_tier,education_vs_bag,education_vs_bag_max,education_x_occupation,education_x_workclass,has_capital_gain,has_capital_loss,hours_inequality,hours_per_ed,hours_per_week,interview_mode,interviewer_id,is_primary_earner,log_capital_gain,log_capital_loss,log_net_capital_asset,low_ed_low_hours,marital_status,native_country_target_enc,negative_net_capital,net_capital_asset,net_capital_clean,no_capital_low_ed,occupation_target_enc,race_target_enc,relationship,sex,survey_duration_mins,workclass_target_enc,works_full_time,works_overtime,year_of_birth,young_low_ed
47,2209,517,1950.8333333333333,15.0,0.3333333333333333,99999,16666.5,40824.42079809584,1887,314.5,770.3645241053096,42.5,11.166666666666666,6.0,1.9407902170679516,0.8333333333333334,1,0.3333333333333333,41.666666666666664,20.0,13.291601358251256,0.16666666666666666,6,99999,16352.0,0.16666666666666666,6,6,0.0,4,3,3,0.16666666666666666,1,0,2.4493427807467127,5.9996400179991,0,1887,2777.75,0.0,0.0,-16666.5,1.0,11,1.043616212670264,1,-0.16666666666666607,-2.107456883734618,13.058194366837204,11.039347009829115,0,1,0.3115219068340138,5.0,60,0,1358,0,0.0,7.543273346705446,0.0,0,2,1.04414817336935,1,-1887,-1887,0,1.1871085788033822,1.0528559545142508,0,1,54,1.0035770008935558,1,1,1947,0
45,2025,720,1955.4,30.0,0.0,0,0.0,0.0,0,0.0,0.0,49.4,11.4,5.0,3.0495901363953815,0.6,0,0.4,34.8,25.0,17.640861656959956,0.4,5,0,0.0,0.2,5,5,0.0,4,3,2,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.25,16,1.3233321641437132,2,4.6,1.5504098636046182,18.488358336525508,16.057232014296893,0,0,0.49276149879776415,3.2941176470588234,56,0,1129,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,35,1.0035770008935558,1,1,1949,0
24,576,312,1950.7142857142858,11.0,0.2857142857142857,4787,683.8571428571429,1809.3159322951706,1902,271.7142857142857,718.8884276635501,43.285714285714285,12.285714285714286,5.0,1.976047040118708,0.5714285714285714,1,0.7142857142857143,36.142857142857146,10.0,18.774349269047665,0.14285714285714285,7,4787,412.14285714285717,0.14285714285714285,7,7,0.0,4,4,3,0.14285714285714285,0,0,2.641888094715518,6.989778890279516,0,0,97.6938775510204,0.0,0.0,-683.8571428571429,1.4,13,1.121037667320979,2,0.7142857142857135,-1.2617613258329945,13.46000210450431,13.046501011616225,0,0,0.5054632495512833,2.142857142857143,30,0,1103,0,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,1.0353847772695624,1.0528559545142508,1,1,52,1.0035770008935558,0,0,1970,0
47,2209,611,1946.8333333333333,30.0,0.5,7430,3023.1666666666665,3612.8494248538327,0,0.0,0.0,42.166666666666664,10.333333333333334,5.0,2.875181153713043,1.0,1,0.3333333333333333,43.0,25.0,8.366600265340756,0.3333333333333333,6,7430,3023.1666666666665,0.0,6,6,0.0,4,4,3,0.0,0,0,1.1946594956805179,2.456875172223753,0,0,503.8611111111111,0.0,0.0,-3023.1666666666665,0.8571428571428571,13,1.121037667320979,2,2.666666666666666,-0.2085144870463771,15.432411524443967,13.046501011616225,0,0,0.19015000603047172,2.857142857142857,40,0,1195,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,5,0,47,1.0035770008935558,1,0,1947,0
39,1521,546,1948.142857142857,30.0,0.14285714285714285,0,0.0,0.0,1977,282.42857142857144,747.2357631392422,49.0,10.571428571428571,1.0,3.8668308667927223,0.7142857142857143,1,0.5714285714285714,39.57142857142857,40.0,15.778224898650068,0.42857142857142855,7,0,-282.42857142857144,0.14285714285714285,7,7,0.0,5,3,4,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1666666666666667,14,1.2170465072387975,2,3.428571428571429,-0.43825943822129343,16.17731354445982,15.08853035200198,0,0,0.3888999094737693,2.6666666666666665,40,0,1469,1,0.0,0.0,0.0,0,0,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,1,0,55,1.0777521680001414,1,0,1955,0
38,1444,494,1951.6666666666667,14.0,0.0,0,0.0,0.0,0,0.0,0.0,47.333333333333336,11.666666666666666,6.0,1.5275252316519465,1.0,0,0.3333333333333333,45.666666666666664,30.0,12.897028081435403,0.0,3,0,0.0,0.3333333333333333,3,3,0.0,3,1,1,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,13,1.121037667320979,2,1.333333333333334,-0.1941918983186126,13.46000210450431,13.046501011616225,0,0,0.2763648874593301,3.0,42,0,1236,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0353847772695624,1.0528559545142508,0,1,59,1.0035770008935558,1,1,1956,0
40,1600,600,1940.3333333333333,49.0,0.16666666666666666,15024,2504.0,6133.522315929078,0,0.0,0.0,48.666666666666664,11.333333333333334,5.0,2.658320271650252,1.0,1,0.5,44.166666666666664,17.0,7.359800721939872,0.5,6,15024,2504.0,0.5,6,6,0.0,6,1,2,0.0,0,0,2.4485119025664983,5.997604790419162,0,0,417.3333333333333,0.0,0.0,-2504.0,0.8571428571428571,15,1.275710722277246,2,3.666666666666666,1.0083463950164142,17.332835940492664,16.73759652806621,0,0,0.16294761745992337,3.4375,55,0,1400,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,42,1.1158397685377472,1,1,1954,0
32,1024,416,1954.4,30.0,0.0,0,0.0,0.0,0,0.0,0.0,36.8,12.6,5.0,2.073644135332772,1.0,0,0.8,48.2,25.0,13.274034804836095,0.2,5,0,0.0,0.0,5,5,0.0,2,3,3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8333333333333334,13,1.121037667320979,2,0.40000000000000036,-1.6736441353327716,15.021791148426974,14.010778184001838,0,0,0.26979745538284744,4.642857142857143,65,0,1314,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,38,1.0777521680001414,1,1,1962,0
34,1156,306,1949.8333333333333,32.0,0.16666666666666666,0,0.0,0.0,1740,290.0,710.3520254071217,41.5,9.0,3.0,1.8973665961010275,0.8333333333333334,1,0.0,38.833333333333336,38.0,18.11537100549328,0.8333333333333334,6,0,-290.0,0.0,6,6,0.0,5,2,3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,9,0.9838673729142733,1,0.0,-1.8973665961010275,9.160473813522422,9.032193008042002,0,0,0.45477918842242543,4.0,40,0,1443,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,0,1,45,1.0035770008935558,1,0,1960,0
39,1521,507,1956.7142857142858,37.0,0.2857142857142857,4386,626.5714285714286,1657.7521786184707,1887,269.57142857142856,713.2189605684118,44.57142857142857,11.857142857142858,11.0,1.573591584938886,1.0,1,0.5714285714285714,45.142857142857146,3.0,5.899959644736887,0.14285714285714285,7,4386,357.0,0.0,7,7,0.0,6,2,1,0.14285714285714285,0,0,2.641535454206532,6.988845891190531,0,0,89.51020408163265,0.0,0.0,-626.5714285714286,0.875,13,1.121037667320979,2,1.1428571428571423,-0.4307344420817436,15.021791148426974,13.046501011616225,0,0,0.12786290251751767,2.857142857142857,40,0,1286,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,30,1.0035770008935558,1,0,1955,0
36,1296,468,1961.2,55.0,0.0,0,0.0,0.0,0,0.0,0.0,41.0,9.8,9.0,3.03315017762062,0.8,0,0.4,44.0,50.0,24.34132288927617,0.6,5,0,0.0,0.0,5,5,0.0,4,3,3,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,13,1.121037667320979,2,3.1999999999999993,0.1668498223793793,13.77303939591395,14.010778184001838,0,0,0.5409182864283594,2.857142857142857,40,0,1297,1,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,1.0594645689164577,0.9118460632926051,1,1,34,1.0777521680001414,1,0,1958,0
40,1600,360,1958.5,20.0,0.16666666666666666,0,0.0,0.0,1485,247.5,606.2487113388365,38.0,9.666666666666666,8.0,2.3380903889000244,0.8333333333333334,1,0.16666666666666666,37.5,10.0,8.803408430829505,0.5,6,0,-247.5,0.0,6,6,0.0,6,3,2,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,9,0.9838673729142733,1,-0.6666666666666661,-3.0047570555666905,9.160473813522422,9.032193008042002,0,0,0.2286599592423248,4.0,40,0,1101,1,0.0,0.0,0.0,0,4,1.1787159951647426,0,0,0,0,1.0178304237247136,1.0528559545142508,1,1,46,1.0035770008935558,1,0,1954,0
17,289,102,1950.3333333333333,6.0,0.16666666666666666,0,0.0,0.0,2559,426.5,1044.7073752970255,36.166666666666664,9.0,7.0,4.47213595499958,1.0,1,0.3333333333333333,46.666666666666664,10.0,5.163977794943223,0.5,6,0,-426.5,0.3333333333333333,6,6,0.0,3,4,2,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8571428571428571,6,0.8060977572265259,0,-3.0,-7.47213595499958,4.694024503747926,6.021462005361335,0,0,0.10833519849531238,5.714285714285714,40,0,1015,1,0.0,0.0,0.0,0,3,1.04414817336935,0,0,0,1,0.782337417291321,1.0528559545142508,2,1,51,1.0035770008935558,1,0,1977,1
46,2116,322,1955.5714285714287,30.0,0.14285714285714285,5178,739.7142857142857,1957.1000412417786,0,0.0,0.0,45.57142857142857,9.142857142857142,5.0,3.8483144114694956,0.8571428571428571,1,0.14285714285714285,36.142857142857146,25.0,7.358183005529092,0.42857142857142855,7,5178,739.7142857142857,0.0,7,7,0.0,5,5,2,0.0,0,0,2.642179419227088,6.990549662487947,0,0,105.67346938775509,0.0,0.0,-739.7142857142857,1.0,7,0.8248866576363352,0,-2.1428571428571423,-5.9911715543266375,5.476361921039247,7.025039006254891,0,0,0.19810492707193708,4.375,35,0,1485,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,1,0.782337417291321,0.9118460632926051,5,0,51,1.0035770008935558,1,0,1948,0
25,625,200,1966.0,34.0,0.0,0,0.0,0.0,0,0.0,0.0,50.0,10.0,4.0,2.6457513110645907,1.0,0,0.3333333333333333,43.333333333333336,40.0,5.773502691896256,0.6666666666666666,3,0,0.0,0.0,3,3,0.0,3,3,1,0.6666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,8,0.9302186496362864,0,-2.0,-4.645751311064591,8.142643389797708,8.028616007148447,0,0,0.1302293840277351,4.444444444444445,40,0,1484,1,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,1,1.0178304237247136,1.0528559545142508,3,1,57,1.0035770008935558,1,0,1969,1
48,2304,432,1946.6666666666667,40.0,0.0,0,0.0,0.0,0,0.0,0.0,48.666666666666664,9.666666666666666,4.0,0.5773502691896258,0.6666666666666666,0,0.0,40.0,20.0,10.0,0.3333333333333333,3,0,0.0,0.3333333333333333,3,3,0.0,3,2,3,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,9,0.9838673729142733,1,-0.6666666666666661,-1.2440169358562918,9.160473813522422,9.032193008042002,0,0,0.24390243902439024,4.0,40,0,1265,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,0,1,50,1.0035770008935558,1,0,1946,0
20,400,200,1958.8,30.0,0.2,5178,1035.6,2315.6719974987823,0,0.0,0.0,41.4,12.2,5.0,2.16794833886788,0.8,1,0.6,40.0,25.0,14.142135623730951,0.0,5,5178,1035.6,0.2,5,5,0.0,4,3,2,0.6,0,0,2.233910860021978,4.99517653868416,0,0,207.11999999999998,0.0,0.0,-1035.6,1.0,10,0.9939053399066965,1,-2.1999999999999993,-4.36794833886788,7.82337417291321,10.777521680001414,0,0,0.34493013716416954,3.6363636363636362,40,0,1014,0,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,0.782337417291321,1.0528559545142508,1,1,29,1.0777521680001414,1,0,1974,0
37,1369,333,1947.3333333333333,30.0,0.3333333333333333,7688,2562.6666666666665,4438.6688695298435,0,0.0,0.0,41.333333333333336,10.333333333333334,5.0,2.3094010767585034,1.0,1,0.3333333333333333,63.0,25.0,31.575306807693888,0.6666666666666666,3,7688,2562.6666666666665,0.3333333333333333,3,3,0.0,2,1,1,0.0,1,0,1.7313751928994319,2.9988298010661816,7688,0,854.2222222222222,76.88,7688.0,5125.333333333334,0.75,9,0.9838673729142733,1,-1.333333333333334,-3.6427344100918373,9.160473813522422,9.032193008042002,1,0,0.493364168870217,9.9,99,0,1269,1,8.94754601503218,0.0,8.94754601503218,0,2,1.04414817336935,0,7688,7688,0,1.0178304237247136,1.0528559545142508,0,1,36,1.0035770008935558,1,1,1957,0
49,2401,441,1945.5,34.0,0.25,0,0.0,0.0,1579,394.75,789.4999999999999,36.75,12.5,11.0,2.5166114784235836,1.0,1,0.75,40.0,61.0,4.08248290463863,0.25,4,0,-394.75,0.0,4,4,0.0,4,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,9,0.9838673729142733,1,-3.5,-6.016611478423584,9.160473813522422,9.032193008042002,0,0,0.0995727537716739,4.0,40,0,1048,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,0.9118460632926051,5,0,37,1.0035770008935558,1,0,1945,0
47,2209,658,1946.142857142857,25.0,0.14285714285714285,7298,1042.5714285714287,2758.3847240213404,0,0.0,0.0,42.57142857142857,9.714285714285714,4.0,3.946064947695181,1.0,1,0.42857142857142855,40.714285714285715,15.0,1.8898223650461363,0.5714285714285714,7,7298,1042.5714285714287,0.14285714285714285,7,7,0.0,5,2,3,0.0,0,0,2.6432160257562467,6.993292265571526,0,0,148.9387755102041,0.0,0.0,-1042.5714285714287,0.875,14,1.2170465072387975,2,4.2857142857142865,0.3396493380191057,16.17731354445982,15.08853035200198,0,0,0.045303960805900524,2.6666666666666665,40,0,1080,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.1555223960328442,1.0528559545142508,0,1,31,1.0777521680001414,1,0,1947,0
46,2116,598,1957.75,21.0,0.5,8614,3978.0,4624.711306305148,0,0.0,0.0,36.0,12.0,6.0,2.0,1.0,1,0.75,50.0,10.0,10.801234497346435,0.25,4,8614,3978.0,0.0,4,4,0.0,3,2,2,0.0,1,0,1.1622797955026762,2.1648655441065596,7298,0,994.5,110.57575757575758,7298.0,3320.0,0.8,13,1.121037667320979,2,1.0,-1.0,15.432411524443967,13.046501011616225,1,0,0.2117889117126752,4.642857142857143,65,0,1406,0,8.895492631451633,0.0,8.895492631451633,0,2,1.04414817336935,0,7298,7298,0,1.1871085788033822,1.0528559545142508,0,1,34,1.0035770008935558,1,1,1948,0
41,1681,410,1951.4,30.0,0.0,0,0.0,0.0,0,0.0,0.0,40.6,10.4,5.0,2.073644135332772,0.8,0,0.2,37.0,25.0,9.746794344808963,0.4,5,0,0.0,0.2,5,5,0.0,3,4,3,0.2,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,10,0.9939053399066965,1,-0.40000000000000036,-2.4736441353327723,7.82337417291321,10.035770008935557,0,0,0.2564945880212885,3.6363636363636362,40,0,1186,1,0.0,0.0,0.0,0,3,1.04414817336935,0,0,0,0,0.782337417291321,1.0528559545142508,4,1,38,1.0035770008935558,1,0,1953,0
26,676,338,1954.142857142857,23.0,0.14285714285714285,8614,1230.5714285714287,3255.7859705014835,0,0.0,0.0,41.857142857142854,12.142857142857142,4.0,2.3401261667248785,0.7142857142857143,1,0.5714285714285714,38.57142857142857,30.0,5.593363414414827,0.14285714285714285,7,8614,1230.5714285714287,0.14285714285714285,7,7,0.0,5,3,3,0.14285714285714285,0,0,2.643603038337824,6.994316204616633,0,0,175.79591836734696,0.0,0.0,-1230.5714285714287,1.1666666666666667,13,1.121037667320979,2,0.8571428571428577,-1.4829833095820208,15.432411524443967,13.046501011616225,0,0,0.14134853393828084,2.142857142857143,30,0,1481,0,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,1,1,35,1.0035770008935558,0,0,1968,0
53,2809,689,1956.25,27.0,0.0,0,0.0,0.0,0,0.0,0.0,41.75,11.25,4.0,2.0615528128088303,1.0,0,0.5,42.0,32.0,4.0,0.25,4,0,0.0,0.0,4,4,0.0,4,3,3,0.25,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,13,1.121037667320979,2,1.75,-0.3115528128088303,13.77303939591395,15.747391511683356,0,0,0.09302325581395349,2.857142857142857,40,0,1028,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0594645689164577,1.0528559545142508,0,1,33,1.2113378085910274,1,0,1941,0
48,2304,336,1950.8333333333333,21.0,0.0,0,0.0,0.0,0,0.0,0.0,36.333333333333336,9.666666666666666,4.0,2.7325202042558927,0.8333333333333334,0,0.3333333333333333,41.333333333333336,31.0,7.659416862050704,0.6666666666666666,6,0,0.0,0.16666666666666666,6,6,0.0,5,3,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,7,0.8248866576363352,0,-2.666666666666666,-5.399186870922559,6.6761262238485415,7.025039006254891,0,0,0.18093110697757567,5.0,40,0,1101,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,1,0.9537323176926488,1.0528559545142508,0,1,39,1.0035770008935558,1,0,1946,0
29,841,261,1951.6,35.0,0.0,0,0.0,0.0,0,0.0,0.0,45.8,8.0,10.0,2.23606797749979,0.8,0,0.0,43.6,40.0,12.601587201618692,1.0,5,0,0.0,0.2,5,5,0.0,4,2,2,0.4,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,9,0.9838673729142733,1,1.0,-1.2360679774997898,10.34794066711844,9.032193008042002,0,0,0.28254679824257156,4.2,42,0,1214,1,0.0,0.0,0.0,0,4,1.04414817336935,0,0,0,0,1.1497711852353822,1.0528559545142508,1,1,42,1.0035770008935558,1,1,1965,0
36,1296,360,1960.1666666666667,28.0,0.0,0,0.0,0.0,0,0.0,0.0,43.333333333333336,11.333333333333334,5.0,2.1602468994692865,0.8333333333333334,0,0.3333333333333333,49.166666666666664,30.0,17.440374613713622,0.0,6,0,0.0,0.0,6,6,0.0,6,3,1,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,10,0.9939053399066965,1,-1.333333333333334,-3.4935802328026204,9.17267735257638,10.035770008935557,0,0,0.34764866339628486,2.727272727272727,30,0,1019,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,0.917267735257638,1.0528559545142508,3,0,44,1.0035770008935558,0,0,1958,0
40,1600,360,1957.0,15.0,0.0,0,0.0,0.0,0,0.0,0.0,29.333333333333332,10.0,7.0,3.605551275463989,1.0,0,0.3333333333333333,63.333333333333336,30.0,12.583057392117917,0.6666666666666666,3,0,0.0,0.0,3,3,0.0,3,2,3,0.3333333333333333,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.75,9,0.9838673729142733,1,-1.0,-4.60555127546399,9.080200943479456,10.042557916839725,0,0,0.19559156568058936,7.5,75,0,1434,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0089112159421618,1.0528559545142508,0,1,17,1.1158397685377472,1,1,1954,0
66,4356,594,1935.0,40.0,0.25,3432,858.0,1716.0,0,0.0,0.0,39.5,9.25,5.0,0.49999999999999983,0.75,1,0.0,45.0,22.0,19.148542155126762,0.75,4,3432,858.0,0.75,4,4,0.0,2,1,3,0.0,1,0,1.9976717112922002,3.9953434225844005,3432,0,214.5,163.42857142857142,3432.0,2574.0,1.0,9,0.9838673729142733,1,-0.25,-0.7499999999999998,10.68397720923044,9.699769512001273,1,0,0.41627265554623394,2.0,20,0,1152,1,8.141189793457691,0.0,8.141189793457691,0,2,1.04414817336935,0,3432,3432,0,1.1871085788033822,1.0528559545142508,0,1,41,1.0777521680001414,0,0,1928,0
50,2500,450,1947.25,36.0,0.5,5013,2029.0,2469.2383441053234,0,0.0,0.0,48.0,10.0,5.0,2.0,1.0,1,0.25,44.25,10.0,7.228416147400479,0.75,4,5013,2029.0,0.0,4,4,0.0,4,2,1,0.0,0,0,1.2163735685247898,2.4694581280788177,0,0,507.25,0.0,0.0,-2029.0,0.8,9,0.9838673729142733,1,-1.0,-3.0,9.160473813522422,9.032193008042002,0,0,0.15974400325746915,4.0,40,0,1263,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,0,1,37,1.0035770008935558,1,0,1944,0
32,1024,288,1963.3333333333333,31.0,0.16666666666666666,3103,517.1666666666666,1266.7944453093671,0,0.0,0.0,52.833333333333336,8.666666666666666,7.0,3.011090610836324,0.6666666666666666,1,0.0,36.333333333333336,40.0,4.96655480858378,0.6666666666666666,6,3103,517.1666666666666,0.0,6,6,0.0,5,5,3,0.5,1,0,2.444762519091735,5.988420714055967,3103,0,86.19444444444444,79.56410256410257,3103.0,2585.8333333333335,1.2,9,0.9838673729142733,1,0.3333333333333339,-2.67775727750299,7.041036755621889,9.699769512001273,1,0,0.13303271808706552,3.8,38,0,1224,1,8.04044688130311,0.0,8.04044688130311,0,2,1.04414817336935,0,3103,3103,0,0.782337417291321,0.9118460632926051,0,1,49,1.0777521680001414,1,0,1962,0
49,2401,637,1948.75,30.0,0.25,6497,1624.25,3248.5000000000005,0,0.0,0.0,45.5,11.0,5.0,2.8284271247461903,0.75,1,0.5,51.0,25.0,23.958297101421877,0.25,4,6497,1624.25,0.25,4,4,0.0,3,4,4,0.0,0,0,1.9987694200892174,3.997538840178434,0,0,406.0625,0.0,0.0,-1624.25,1.0,13,1.121037667320979,2,2.0,-0.8284271247461903,13.46000210450431,15.419875251181622,0,0,0.4607364827196515,6.071428571428571,85,0,1047,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0353847772695624,1.0528559545142508,0,1,43,1.186144250090894,1,1,1945,0
44,1936,440,1949.75,30.0,0.0,0,0.0,0.0,0,0.0,0.0,42.0,11.25,5.0,2.06155281280883,1.0,0,0.5,42.5,25.0,5.0,0.25,4,0,0.0,0.25,4,4,0.0,3,2,3,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,10,0.9939053399066965,1,-1.25,-3.31155281280883,7.5069995375789365,10.777521680001414,0,0,0.11494252873563218,3.6363636363636362,40,0,1027,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,0.7506999537578937,0.9118460632926051,0,1,39,1.0777521680001414,1,0,1950,0
37,1369,333,1954.3333333333333,21.0,0.6666666666666666,3887,1295.6666666666667,2244.1604963400755,1887,629.0,1089.4599579608239,55.0,11.0,5.0,2.6457513110645907,0.6666666666666666,1,0.3333333333333333,27.333333333333332,5.0,21.93931022920578,0.3333333333333333,3,3887,666.6666666666666,0.0,3,3,0.0,3,3,1,0.0,1,0,1.7307150357378474,2.9976863753213365,3887,0,431.8888888888889,94.8048780487805,3887.0,2591.333333333333,1.0,9,0.9838673729142733,1,-2.0,-4.645751311064591,6.756299583821043,9.032193008042002,1,0,0.7743285963249099,4.0,40,0,1499,1,8.265650165580329,0.0,8.265650165580329,0,4,1.0622534356439937,0,3887,3887,0,0.7506999537578937,1.0528559545142508,4,0,67,1.0035770008935558,1,0,1957,0
57,3249,513,1947.1666666666667,21.0,0.0,0,0.0,0.0,0,0.0,0.0,47.833333333333336,11.5,4.0,2.428991560298224,0.8333333333333334,0,0.5,43.333333333333336,26.0,10.327955589886445,0.3333333333333333,6,0,0.0,0.5,6,6,0.0,6,3,2,0.16666666666666666,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,9,0.9838673729142733,1,-2.5,-4.928991560298224,9.318462995426062,9.032193008042002,0,0,0.23296140428315287,3.0,30,0,1085,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0353847772695624,1.0528559545142508,0,1,46,1.0035770008935558,0,0,1937,0
33,1089,297,1954.25,30.0,0.0,0,0.0,0.0,0,0.0,0.0,45.5,10.5,5.0,2.380476142847617,1.0,0,0.25,41.25,25.0,2.5000000000000004,0.5,4,0,0.0,0.0,4,4,0.0,3,2,2,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,9,0.9838673729142733,1,-1.5,-3.880476142847617,9.160473813522422,9.06601937193649,0,0,0.059171597633136105,4.0,40,0,1214,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,0,1,53,1.007335485770721,1,0,1961,0
48,2304,480,1948.0,32.0,0.6,9562,4909.6,4562.815227466482,0,0.0,0.0,41.6,11.2,4.0,2.1679483388678804,0.8,1,0.4,41.8,22.0,8.899438184514796,0.2,5,9562,4909.6,0.2,5,5,0.0,5,3,2,0.0,0,0,0.9291767253424187,1.9472162261230805,0,0,981.9200000000001,0.0,0.0,-4909.6,1.0,10,0.9939053399066965,1,-1.1999999999999993,-3.3679483388678797,11.871085788033822,10.777521680001414,0,0,0.20793079870361675,4.7272727272727275,52,0,1314,0,0.0,0.0,0.0,0,0,1.04414817336935,0,0,0,0,1.1871085788033822,1.0528559545142508,1,0,36,1.0777521680001414,1,1,1946,0
37,1369,333,1950.4285714285713,30.0,0.42857142857142855,6418,916.8571428571429,2425.77598777322,1672,453.7142857142857,776.3808589186353,38.714285714285715,10.714285714285714,5.0,2.138089935299395,0.8571428571428571,1,0.42857142857142855,37.714285714285715,25.0,8.459989868281674,0.5714285714285714,7,6418,463.14285714285717,0.2857142857142857,7,7,0.0,5,2,2,0.14285714285714285,0,0,2.6428687804533135,6.992373540856031,0,0,130.9795918367347,0.0,0.0,-916.8571428571429,1.0,9,0.9838673729142733,1,-1.7142857142857135,-3.8523756495851087,9.160473813522422,9.032193008042002,0,0,0.218523723534951,4.5,45,0,1032,0,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,1.0178304237247136,1.0528559545142508,0,1,41,1.0035770008935558,1,1,1957,0
34,1156,306,1950.5,57.0,0.25,0,0.0,0.0,1887,471.75,943.5,44.25,9.5,12.0,0.9999999999999998,1.0,1,0.0,41.25,15.0,2.4999999999999996,0.75,4,0,-471.75,0.0,4,4,0.0,4,2,4,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8,9,0.9838673729142733,1,-0.5,-1.4999999999999998,8.583590859233839,9.032193008042002,0,0,0.059171597633136085,4.0,40,0,1477,1,0.0,0.0,0.0,0,2,1.04414817336935,0,0,0,0,0.9537323176926488,1.0528559545142508,0,1,47,1.0035770008935558,1,0,1960,0
