age,age_squared,age_x_education,bag_age_mean,bag_age_range,bag_capital_gain_max,bag_capital_gain_mean,bag_capital_loss_max,bag_capital_loss_mean,bag_duration_mean,bag_education_mean,bag_education_range,bag_education_std,bag_has_capital_activity,bag_hours_mean,bag_hours_range,bag_hours_std,bag_member_count,bag_net_capital_max,bag_net_capital_mean,bag_size,bag_size_bag,bag_unique_occupations,bag_unique_relationships,bag_unique_workclass,capital_activity_flag,capital_gain,capital_loss,capital_per_hour,capital_ratio,education_num,education_target_enc,education_tier,has_capital_gain,has_capital_loss,hours_per_week,interview_mode,interviewer_id,log_capital_gain,log_capital_loss,log_net_capital_asset,marital_status,native_country_target_enc,net_capital_asset,net_capital_clean,occupation_target_enc,race_target_enc,relationship,sex,survey_duration_mins,workclass_target_enc,works_full_time,works_overtime,year_of_birth
37,1369,481,1958.7142857142858,29.0,7298,1042.5714285714287,1755,250.71428571428572,49.57142857142857,10.714285714285714,9.0,2.4976179127511156,1,47.285714285714285,20.0,10.719363875937878,7,7298,791.8571428571429,7,7,4,3,3,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,40,0,1174,0.0,0.0,0.0,4,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,3,1,58,1.186144250090894,1,0,1957
29,841,319,1950.25,36.0,9386,4171.0,0,0.0,49.5,8.75,4.0,1.7078251276599332,1,46.25,20.0,11.500000000000002,4,9386,4171.0,4,4,3,1,1,1,7298,0,221.15151515151516,7298.0,11,1.043616212670264,1,1,0,32,0,1403,8.895492631451633,0.0,8.895492631451633,2,1.04414817336935,7298,7298,1.0178304237247136,0.9658512845670798,0,1,50,1.0035770008935558,0,0,1965
49,2401,196,1961.6666666666667,30.0,2174,362.3333333333333,0,0.0,41.666666666666664,8.0,5.0,2.449489742783178,1,40.0,25.0,0.0,6,2174,362.3333333333333,6,6,4,2,3,0,0,0,0.0,0.0,4,0.7176676931532536,0,0,0,40,0,1448,0.0,0.0,0.0,2,1.04414817336935,0,0,0.9537323176926488,0.9118460632926051,0,1,46,1.0035770008935558,1,0,1945
45,2025,495,1953.857142857143,30.0,7298,1042.5714285714287,1977,282.42857142857144,47.0,11.571428571428571,5.0,2.760262237369417,1,41.0,25.0,9.763879010584539,7,7298,760.1428571428571,7,7,5,3,2,0,0,0,0.0,0.0,11,1.043616212670264,1,0,0,40,0,1090,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,49,1.0035770008935558,1,0,1949
48,2304,720,1947.857142857143,30.0,15024,4158.285714285715,1902,271.7142857142857,50.42857142857143,12.857142857142858,5.0,1.4638501094227996,1,47.57142857142857,25.0,17.690460167909173,7,15024,3886.5714285714284,7,7,4,3,3,1,14084,0,220.0625,14084.0,15,1.275710722277246,2,1,0,63,0,1455,9.552865680310473,0.0,9.552865680310473,0,1.04414817336935,14084,14084,1.1555223960328442,1.0528559545142508,4,1,57,1.1158397685377472,1,1,1946
38,1444,342,1956.8333333333333,39.0,15024,3785.3333333333335,0,0.0,49.666666666666664,10.5,4.0,1.6431676725154984,1,45.5,40.0,6.442049363362563,6,15024,3785.3333333333335,6,6,3,4,3,1,7688,0,187.5121951219512,7688.0,9,0.9838673729142733,1,1,0,40,0,1162,8.94754601503218,0.0,8.94754601503218,2,1.04414817336935,7688,7688,1.1871085788033822,1.0528559545142508,5,0,42,1.0035770008935558,1,0,1956
47,2209,611,1951.6666666666667,13.0,99999,16917.5,1977,329.5,45.333333333333336,12.0,10.0,2.1908902300206643,1,46.333333333333336,15.0,8.52447456836295,6,99999,16588.0,6,6,3,3,3,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,50,0,1185,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1555223960328442,1.0528559545142508,0,1,34,1.0035770008935558,1,1,1947
51,2601,663,1951.5,17.0,8614,1435.6666666666667,0,0.0,39.666666666666664,10.0,5.0,2.5298221281347035,1,40.0,5.0,3.1622776601683795,6,8614,1435.6666666666667,6,6,4,3,3,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,45,0,1461,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1555223960328442,1.0528559545142508,0,1,53,1.1158397685377472,1,1,1943
41,1681,533,1952.8333333333333,31.0,7688,1281.3333333333333,0,0.0,44.166666666666664,9.333333333333334,4.0,2.6583202716502514,1,45.833333333333336,51.0,19.60017006728938,6,7688,1281.3333333333333,6,6,6,2,1,1,7688,0,150.7450980392157,7688.0,13,1.121037667320979,2,1,0,50,0,1415,8.94754601503218,0.0,8.94754601503218,2,1.04414817336935,7688,7688,1.1871085788033822,1.0528559545142508,0,1,44,1.0035770008935558,1,1,1953
46,2116,690,1954.0,37.0,14344,2049.1428571428573,0,0.0,48.857142857142854,10.714285714285714,5.0,2.3603873774083293,1,40.0,55.0,5.773502691896258,7,14344,2049.1428571428573,7,7,5,4,2,0,0,0,0.0,0.0,15,1.275710722277246,2,0,0,40,0,1039,0.0,0.0,0.0,5,1.226784883755159,0,0,1.1555223960328442,1.0528559545142508,4,0,68,1.2113378085910274,1,0,1948
41,1681,533,1958.8,30.0,3103,620.6,0,0.0,42.6,11.6,5.0,1.51657508881031,1,45.0,25.0,8.660254037844386,5,3103,620.6,5,5,4,2,2,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,60,0,1284,0.0,0.0,0.0,2,0.7763379920032281,0,0,1.1555223960328442,0.9658512845670798,0,1,46,1.0035770008935558,1,1,1953
33,1089,330,1957.5714285714287,37.0,0,0.0,0,0.0,33.714285714285715,8.0,5.0,3.109126351029605,0,38.57142857142857,10.0,16.761634196950517,7,0,0.0,7,7,6,4,2,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,50,0,1109,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,0,1,43,1.0035770008935558,1,1,1961
43,1849,430,1948.5,45.0,99999,16666.5,0,0.0,39.0,10.5,10.0,4.03732584763727,1,49.166666666666664,41.0,12.812754062521712,6,99999,16666.5,6,6,4,2,3,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1265,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1555223960328442,1.0528559545142508,0,1,41,1.0035770008935558,1,0,1951
44,1936,396,1957.5714285714287,43.0,0,0.0,0,0.0,43.42857142857143,9.0,1.0,1.414213562373095,0,38.857142857142854,20.0,7.988086367179803,7,0,0.0,7,7,5,6,1,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1378,0.0,0.0,0.0,0,1.04414817336935,0,0,0.917267735257638,0.9118460632926051,4,0,54,1.0035770008935558,1,0,1950
45,2025,450,1940.0,27.0,9386,2346.5,0,0.0,50.25,11.25,12.0,2.217355782608345,1,47.5,40.0,15.0,4,9386,2346.5,4,4,4,3,3,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1124,0.0,0.0,0.0,0,1.04414817336935,0,0,0.7506999537578937,1.0528559545142508,4,0,42,1.0035770008935558,1,0,1949
30,900,420,1960.4,18.0,0,0.0,0,0.0,37.2,13.4,11.0,2.1908902300206647,0,50.4,10.0,9.528903399657276,5,0,0.0,5,5,2,2,3,0,0,0,0.0,0.0,14,1.2170465072387975,2,0,0,40,0,1318,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1555223960328442,1.0528559545142508,0,1,48,1.0035770008935558,1,0,1964
39,1521,351,1945.0,21.0,0,0.0,0,0.0,45.0,10.333333333333334,3.0,2.3094010767585034,0,25.0,40.0,13.228756555322953,3,0,0.0,3,3,2,3,2,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1248,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0353847772695624,1.0528559545142508,0,1,64,1.0035770008935558,1,0,1955
22,484,220,1963.1666666666667,40.0,0,0.0,0,0.0,45.166666666666664,11.333333333333334,8.0,2.7325202042558927,0,40.0,41.0,16.431676725154983,6,0,0.0,6,6,5,4,2,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,25,0,1320,0.0,0.0,0.0,4,1.04414817336935,0,0,1.0089112159421618,1.0528559545142508,3,1,37,1.0035770008935558,0,0,1972
58,3364,870,1946.5,14.0,0,0.0,1977,494.25,44.25,13.75,3.0,0.9574271077563381,1,45.75,20.0,8.098353742170895,4,0,-494.25,4,4,3,2,2,1,0,1977,0.0,0.0,15,1.275710722277246,2,0,1,50,0,1361,0.0,7.589841512182657,0.0,2,1.04414817336935,-1977,-1977,1.1555223960328442,1.0528559545142508,0,1,44,1.186144250090894,1,1,1936
57,3249,570,1954.0,37.0,14344,2049.1428571428573,0,0.0,48.857142857142854,10.714285714285714,5.0,2.3603873774083293,1,40.0,55.0,5.773502691896258,7,14344,2049.1428571428573,7,7,5,4,2,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1005,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,48,1.0035770008935558,1,0,1937
34,1156,340,1944.75,28.0,15024,7512.0,0,0.0,47.5,10.5,10.0,1.7320508075688772,1,41.0,70.0,2.0000000000000004,4,15024,7512.0,4,4,3,3,2,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1012,0.0,0.0,0.0,4,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,1,1,53,1.0035770008935558,1,0,1960
20,400,160,1956.6,26.0,14344,4972.8,0,0.0,49.2,10.0,5.0,3.5355339059327378,1,38.0,30.0,9.082951062292475,5,14344,4972.8,5,5,5,5,1,0,0,0,0.0,0.0,8,0.9302186496362864,0,0,0,25,0,1090,0.0,0.0,0.0,4,1.04414817336935,0,0,0.782337417291321,1.0528559545142508,3,0,56,1.0035770008935558,0,0,1974
28,784,364,1959.8,8.0,0,0.0,0,0.0,49.2,10.6,1.0,3.5777087639996634,0,39.0,5.0,5.477225575051661,5,0,0.0,5,5,4,3,1,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,40,0,1233,0.0,0.0,0.0,4,1.04414817336935,0,0,1.0353847772695624,1.0528559545142508,1,1,50,1.0035770008935558,1,0,1966
53,2809,530,1942.0,30.0,10605,2983.8333333333335,1902,631.5,52.833333333333336,10.833333333333334,5.0,2.5625508125043424,1,41.666666666666664,25.0,4.08248290463863,6,10605,2352.3333333333335,6,6,4,2,4,1,0,1887,0.0,0.0,10,0.9939053399066965,1,0,1,40,0,1342,0.0,7.543273346705446,0.0,2,1.0682368109645173,-1887,-1887,1.1871085788033822,0.9658512845670798,5,0,58,1.2113378085910274,1,0,1941
44,1936,440,1950.142857142857,36.0,3103,443.2857142857143,0,0.0,50.42857142857143,12.0,4.0,1.5275252316519465,1,48.142857142857146,54.0,12.811824895105971,7,3103,443.2857142857143,7,7,3,2,1,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,45,0,1257,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,0,1,42,1.0035770008935558,1,1,1950
51,2601,459,1957.0,37.0,0,0.0,0,0.0,40.25,11.75,12.0,2.2173557826083448,0,46.25,20.0,7.5,4,0,0.0,4,4,3,2,2,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,55,0,1420,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0353847772695624,1.0528559545142508,0,1,36,1.0035770008935558,1,1,1943
50,2500,650,1949.6666666666667,34.0,0,0.0,1977,646.5,50.5,10.333333333333334,6.0,3.7771241264574114,1,52.5,25.0,9.354143466934854,6,0,-646.5,6,6,4,2,3,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,45,0,1421,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,37,1.1158397685377472,1,1,1944
37,1369,481,1956.0,30.0,5178,1294.5,0,0.0,43.25,12.5,5.0,2.516611478423583,1,40.0,25.0,0.0,4,5178,1294.5,4,4,3,1,2,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,40,0,1060,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1497711852353822,1.0528559545142508,0,1,60,1.1158397685377472,1,0,1957
31,961,403,1968.0,30.0,0,0.0,0,0.0,46.666666666666664,8.666666666666666,4.0,4.041451884327381,0,33.333333333333336,15.0,15.275252316519468,3,0,0.0,3,3,3,2,1,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,50,0,1225,0.0,0.0,0.0,0,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,1,0,58,1.0035770008935558,1,1,1963
35,1225,420,1953.5,30.0,14344,3586.0,1721,430.25,44.0,10.5,5.0,1.7320508075688772,1,31.75,25.0,15.88238017426859,4,14344,3155.75,4,4,3,3,2,1,14344,0,349.8536585365854,14344.0,12,1.0125546432438972,1,1,0,40,0,1226,9.571156728415465,0.0,9.571156728415465,4,1.04414817336935,14344,14344,0.917267735257638,1.0528559545142508,1,0,27,1.0035770008935558,1,0,1959
49,2401,441,1946.5714285714287,28.0,0,0.0,1977,554.1428571428571,45.142857142857146,10.571428571428571,7.0,2.439750182371333,1,34.285714285714285,4.0,10.177004891982149,7,0,-554.1428571428571,7,7,4,4,4,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1118,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0353847772695624,1.0528559545142508,0,1,49,1.0035770008935558,1,0,1945
44,1936,572,1949.8333333333333,30.0,15024,2504.0,0,0.0,47.0,10.0,5.0,2.6832815729997477,1,42.666666666666664,25.0,15.383974345619102,6,15024,2504.0,6,6,5,3,2,1,15024,0,246.29508196721312,15024.0,13,1.121037667320979,2,1,0,60,0,1186,9.617470759403409,0.0,9.617470759403409,2,1.04414817336935,15024,15024,1.1871085788033822,1.0528559545142508,0,1,45,1.0035770008935558,1,1,1950
41,1681,410,1961.0,30.0,0,0.0,1902,475.5,42.25,10.5,5.0,1.7320508075688772,1,45.75,25.0,5.909032633745278,4,0,-475.5,4,4,4,3,3,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,54,0,1363,0.0,0.0,0.0,2,1.04414817336935,0,0,0.9681661417192828,1.0528559545142508,0,1,45,1.186144250090894,1,1,1953
29,841,435,1955.3333333333333,30.0,0,0.0,0,0.0,43.5,11.833333333333334,5.0,2.8577380332470415,0,43.333333333333336,25.0,6.0553007081949835,6,0,0.0,6,6,5,2,2,0,0,0,0.0,0.0,15,1.275710722277246,2,0,0,50,0,1399,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1555223960328442,1.0528559545142508,0,1,42,1.0035770008935558,1,1,1965
62,3844,310,1945.0,30.0,0,0.0,1977,395.4,49.8,9.0,5.0,2.345207879911715,1,35.0,25.0,11.726039399558575,5,0,-395.4,5,5,5,4,1,0,0,0,0.0,0.0,5,0.8554613443130139,0,0,0,25,0,1473,0.0,0.0,0.0,6,1.04414817336935,0,0,0.782337417291321,0.9118460632926051,4,0,52,1.0035770008935558,0,0,1932
22,484,198,1955.4,30.0,99999,19999.8,2559,511.8,44.6,11.8,5.0,2.588435821108957,1,39.6,25.0,7.127411872482185,5,99999,19488.0,5,5,3,4,4,1,99999,0,1960.764705882353,99999.0,9,0.9838673729142733,1,1,0,40,0,1291,11.512925464970229,0.0,11.512925464970229,4,0.9559344752477801,99999,99999,1.1555223960328442,1.0528559545142508,4,0,60,1.1158397685377472,1,0,1972
42,1764,378,1949.25,11.0,1151,287.75,1564,391.0,43.25,10.25,6.0,1.892969448600091,1,43.0,25.0,4.760952285695233,4,1151,-103.25,4,4,4,3,4,1,1151,0,22.568627450980394,1151.0,9,0.9838673729142733,1,1,0,50,0,1049,7.049254841255837,0.0,7.049254841255837,0,1.04414817336935,1151,1151,1.0353847772695624,1.0528559545142508,4,1,33,1.186144250090894,1,1,1952
30,900,390,1966.3333333333333,40.0,7688,2562.6666666666665,0,0.0,58.333333333333336,12.0,4.0,2.6457513110645907,1,28.666666666666668,23.0,18.58314648635514,3,7688,2562.6666666666665,3,3,3,3,3,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,16,0,1374,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1497711852353822,1.0528559545142508,5,0,43,1.0035770008935558,0,0,1964
24,576,312,1955.5,30.0,20051,5012.75,1887,471.75,44.25,12.75,5.0,2.0615528128088303,1,46.25,25.0,7.5,4,20051,4541.0,4,4,3,3,3,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,40,0,1453,0.0,0.0,0.0,4,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,3,1,36,1.186144250090894,1,0,1970
23,529,230,1959.5,25.0,15024,3756.0,1977,494.25,61.5,11.5,5.0,1.7320508075688772,1,47.5,25.0,18.929694486000912,4,15024,3261.75,4,4,3,2,1,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,20,0,1094,0.0,0.0,0.0,4,1.04414817336935,0,0,0.782337417291321,1.0528559545142508,3,1,61,1.0035770008935558,0,0,1971
48,2304,432,1949.2,30.0,8614,1722.8,0,0.0,38.6,11.8,5.0,2.16794833886788,1,43.8,25.0,15.073154945133417,5,8614,1722.8,5,5,5,2,3,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1047,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,27,1.1158397685377472,1,0,1946
51,2601,816,1947.6666666666667,30.0,15024,2504.0,0,0.0,51.166666666666664,11.0,5.0,2.898275349237888,1,45.0,25.0,8.94427190999916,6,15024,2504.0,6,6,6,2,3,1,15024,0,366.4390243902439,15024.0,16,1.3233321641437132,2,1,0,40,0,1184,9.617470759403409,0.0,9.617470759403409,2,1.0115492370052457,15024,15024,1.1555223960328442,0.9658512845670798,0,1,47,1.2113378085910274,1,0,1943
24,576,96,1962.3333333333333,30.0,2635,439.1666666666667,0,0.0,46.333333333333336,8.666666666666666,5.0,3.265986323710904,1,39.666666666666664,25.0,5.537749241945383,6,2635,439.1666666666667,6,6,6,5,1,1,2635,0,67.56410256410257,2635.0,4,0.7176676931532536,0,1,0,38,0,1168,7.877017895622398,0.0,7.877017895622398,2,1.04414817336935,2635,2635,1.0178304237247136,1.0528559545142508,0,1,34,1.0035770008935558,1,0,1970
37,1369,370,1943.25,30.0,0,0.0,0,0.0,35.75,7.0,5.0,2.943920288775949,0,36.25,25.0,7.5,4,0,0.0,4,4,3,3,4,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1219,0.0,0.0,0.0,0,1.1787159951647426,0,0,1.0178304237247136,1.0528559545142508,4,0,43,1.186144250090894,1,0,1957
35,1225,140,1944.75,38.0,0,0.0,0,0.0,51.25,7.75,4.0,2.5,0,40.0,30.0,25.495097567963924,4,0,0.0,4,4,4,2,2,0,0,0,0.0,0.0,4,0.7176676931532536,0,0,0,75,0,1114,0.0,0.0,0.0,2,1.04414817336935,0,0,0.9681661417192828,1.0528559545142508,0,1,65,1.1158397685377472,1,1,1959
48,2304,432,1948.0,44.0,5178,1785.2857142857142,0,0.0,49.0,9.0,7.0,1.0,1,40.42857142857143,35.0,10.146545271784923,7,5178,1785.2857142857142,7,7,7,4,2,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,45,0,1136,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,51,1.0035770008935558,1,1,1946
39,1521,390,1952.3333333333333,30.0,0,0.0,1977,329.5,40.166666666666664,10.833333333333334,5.0,2.136976056643281,1,37.5,25.0,14.404860290887934,6,0,-329.5,6,6,5,3,4,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,45,0,1308,0.0,0.0,0.0,2,1.04414817336935,0,0,0.917267735257638,1.0528559545142508,2,1,34,1.2113378085910274,1,1,1955
40,1600,520,1947.75,29.0,0,0.0,2267,566.75,42.0,11.5,5.0,2.3804761428476167,1,46.25,14.0,12.500000000000002,4,0,-566.75,4,4,4,2,2,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,65,0,1170,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,0,1,48,1.0035770008935558,1,1,1954
19,361,133,1960.5714285714287,30.0,0,0.0,0,0.0,42.57142857142857,9.285714285714286,5.0,2.0586634591635513,0,35.42857142857143,25.0,11.237691679598363,7,0,0.0,7,7,4,4,2,0,0,0,0.0,0.0,7,0.8248866576363352,0,0,0,15,0,1087,0.0,0.0,0.0,4,1.0326089424801872,0,0,0.917267735257638,0.8538484836768099,3,0,38,1.0035770008935558,0,0,1975
34,1156,442,1956.5,23.0,7688,1281.3333333333333,0,0.0,46.5,10.5,6.0,2.588435821108957,1,36.666666666666664,40.0,13.662601021279466,6,7688,1281.3333333333333,6,6,5,4,2,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,40,0,1066,0.0,0.0,0.0,4,1.04414817336935,0,0,1.0353847772695624,1.0528559545142508,1,1,23,1.0035770008935558,1,0,1960
41,1681,533,1959.75,24.0,2597,649.25,0,0.0,42.25,10.5,6.0,1.7320508075688772,1,40.0,32.0,14.14213562373095,4,2597,649.25,4,4,3,2,1,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,50,0,1349,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,43,1.0035770008935558,1,1,1953
47,2209,423,1958.75,30.0,0,0.0,0,0.0,45.5,8.75,5.0,3.685557397915997,0,40.0,25.0,0.0,4,0,0.0,4,4,3,2,2,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1481,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,56,1.0035770008935558,1,0,1947
26,676,338,1958.2,30.0,5178,1965.6,0,0.0,44.8,10.2,5.0,1.643167672515498,1,52.8,25.0,14.042791745233567,5,5178,1965.6,5,5,4,3,2,0,0,0,0.0,0.0,13,1.121037667320979,2,0,0,50,0,1017,0.0,0.0,0.0,4,1.04414817336935,0,0,1.1871085788033822,1.0528559545142508,1,0,41,1.0035770008935558,1,1,1968
45,2025,405,1946.8333333333333,30.0,7430,3023.1666666666665,0,0.0,42.166666666666664,10.333333333333334,5.0,2.875181153713043,1,43.0,25.0,8.366600265340756,6,7430,3023.1666666666665,6,6,4,4,3,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1317,0.0,0.0,0.0,0,1.04414817336935,0,0,1.0594645689164577,0.9118460632926051,4,0,48,1.007335485770721,1,0,1949
25,625,150,1954.4,20.0,15024,3004.8,0,0.0,46.2,11.6,7.0,4.03732584763727,1,35.8,17.0,13.160547101089682,5,15024,3004.8,5,5,4,2,2,0,0,0,0.0,0.0,6,0.8060977572265259,0,0,0,24,0,1234,0.0,0.0,0.0,4,1.04414817336935,0,0,0.9338510797738266,1.0528559545142508,3,0,37,1.0035770008935558,0,0,1969
37,1369,370,1953.0,30.0,4934,986.8,0,0.0,38.6,10.4,5.0,2.073644135332772,1,44.0,25.0,8.944271909999157,5,4934,986.8,5,5,5,3,2,1,4934,0,80.88524590163935,4934.0,10,0.9939053399066965,1,1,0,60,0,1170,8.504107951867582,0.0,8.504107951867582,4,1.04414817336935,4934,4934,1.1497711852353822,1.0528559545142508,4,0,44,1.0035770008935558,1,1,1957
41,1681,574,1945.8333333333333,19.0,0,0.0,1977,329.5,47.833333333333336,11.166666666666666,5.0,2.2286019533929036,1,38.5,20.0,22.23285856564558,6,0,-329.5,6,6,5,3,5,1,0,1977,0.0,0.0,14,1.2170465072387975,2,0,1,65,0,1242,0.0,7.589841512182657,0.0,2,1.04414817336935,-1977,-1977,1.1871085788033822,1.0528559545142508,0,1,58,1.0035770008935558,1,1,1953
39,1521,390,1948.0,15.0,0,0.0,1848,462.0,46.0,8.25,4.0,3.5,1,43.0,15.0,14.583095236151571,4,0,-462.0,4,4,3,2,3,1,0,1848,0.0,0.0,10,0.9939053399066965,1,0,1,47,0,1323,0.0,7.522400231387125,0.0,2,1.04414817336935,-1848,-1848,1.1871085788033822,1.0528559545142508,0,1,52,1.0035770008935558,1,1,1955
19,361,190,1955.25,38.0,0,0.0,1902,475.5,43.5,10.0,11.0,4.320493798938574,1,30.5,12.0,23.230726778701236,4,0,-475.5,4,4,4,4,3,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,14,0,1252,0.0,0.0,0.0,4,1.04414817336935,0,0,1.1497711852353822,1.0528559545142508,3,1,43,1.0035770008935558,0,0,1975
34,1156,442,1961.0,30.0,0,0.0,1977,941.3333333333334,45.25,12.75,5.0,0.49999999999999983,1,47.0,25.0,9.451631252505216,4,0,-966.0,4,4,3,2,3,1,0,1887,0.0,0.0,13,1.121037667320979,2,0,1,48,0,1011,0.0,7.543273346705446,0.0,2,1.04414817336935,-1887,-1887,1.1555223960328442,0.9118460632926051,0,1,49,1.1158397685377472,1,1,1960
51,2601,459,1955.4,30.0,7298,1459.6,0,0.0,34.2,11.6,5.0,1.949358868961793,1,43.4,25.0,4.774934554525329,5,7298,1459.6,5,5,5,2,1,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,40,0,1294,0.0,0.0,0.0,2,1.04414817336935,0,0,1.1497711852353822,1.0528559545142508,0,1,20,1.0035770008935558,1,0,1943
38,1444,342,1958.2857142857142,32.0,0,0.0,0,0.0,43.714285714285715,11.285714285714286,8.0,2.138089935299395,0,36.714285714285715,25.0,9.250482612892615,7,0,0.0,7,7,5,3,3,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,32,0,1398,0.0,0.0,0.0,5,1.04414817336935,0,0,0.917267735257638,1.0528559545142508,1,0,34,1.0035770008935558,0,0,1956
46,2116,460,1952.3333333333333,28.0,5178,1225.3333333333333,0,0.0,45.666666666666664,10.0,4.0,1.2649110640673518,1,38.0,21.0,9.797958971132712,6,5178,1225.3333333333333,6,6,4,4,2,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1076,0.0,0.0,0.0,0,1.04414817336935,0,0,1.1555223960328442,0.9118460632926051,1,0,56,1.0035770008935558,1,0,1948
21,441,189,1957.7142857142858,26.0,14084,2012.0,0,0.0,41.57142857142857,12.0,8.0,2.449489742783178,1,39.714285714285715,15.0,6.369570517030843,7,14084,2012.0,7,7,5,2,2,0,0,0,0.0,0.0,9,0.9838673729142733,1,0,0,28,0,1324,0.0,0.0,0.0,4,1.04414817336935,0,0,0.782337417291321,1.0528559545142508,1,0,20,1.0035770008935558,0,0,1973
28,784,280,1952.75,29.0,0,0.0,1911,477.75,45.75,10.5,4.0,1.7320508075688772,1,44.5,20.0,10.376254944182254,4,0,-477.75,4,4,3,2,1,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1259,0.0,0.0,0.0,2,1.04414817336935,0,0,0.7506999537578937,1.0528559545142508,0,1,65,1.0035770008935558,1,0,1966
41,1681,574,1965.0,59.0,0,0.0,0,0.0,44.75,10.0,5.0,3.265986323710904,0,40.0,25.0,8.16496580927726,4,0,0.0,4,4,4,3,2,0,0,0,0.0,0.0,14,1.2170465072387975,2,0,0,40,0,1346,0.0,0.0,0.0,2,0.8105593024047959,0,0,1.1555223960328442,0.9658512845670798,5,0,39,1.0777521680001414,1,0,1953
47,2209,470,1957.1666666666667,21.0,0,0.0,0,0.0,53.333333333333336,10.166666666666666,7.0,1.4719601443879746,0,39.166666666666664,29.0,7.359800721939873,6,0,0.0,6,6,6,3,1,0,0,0,0.0,0.0,10,0.9939053399066965,1,0,0,40,0,1336,0.0,0.0,0.0,2,1.04414817336935,0,0,1.0178304237247136,1.0528559545142508,0,1,30,1.0035770008935558,1,0,1947
